batch,interactions,recall_existing,precision_existing,ndcg_existing,recall_new_user,precision_new_user,ndcg_new_user,recall_overall,precision_overall,ndcg_overall,pct_new_user,n_new_users,n_new_user_interactions,n_unique_users,window_unique_users,n_users_trained
63,63000,0.03894324853228963,0.0062622309197651665,0.019268891372974814,0.012944983818770225,0.0019417475728155341,0.0048591629931993745,0.03458197611292074,0.005537459283387623,0.01685162423434799,0.0993485342019544,61,137,614,1571,59868
64,64000,0.02824635389211035,0.004981549815498155,0.017054239651368725,0.014619883040935672,0.0026315789473684214,0.00632279570803685,0.02587833914053426,0.004573170731707317,0.015189324088045806,0.10213414634146341,67,145,656,1995,59868
65,65000,0.029639151380396515,0.0062256809338521405,0.017202587891823044,0.009174311926605505,0.0009174311926605505,0.0028941731815204474,0.026058625697469997,0.005296950240770465,0.014699189491465127,0.10754414125200643,67,136,623,2389,59868
66,66000,0.028710078408873588,0.005220883534136547,0.01351666964667436,0.0,0.0,0.0,0.02375019775352001,0.004318936877076412,0.011181563926983109,0.10299003322259136,62,136,602,2743,59868
67,67000,0.034384920634920636,0.006538461538461539,0.019194787801554224,0.021929824561403508,0.0035087719298245615,0.019624541340081545,0.03214536077312102,0.005993690851735015,0.01927206209712538,0.1056782334384858,67,143,634,3118,59868
68,68000,0.03342445328031809,0.004771371769383698,0.017456224835752987,0.01075268817204301,0.002419354838709678,0.009047001093941413,0.028940723019670385,0.0043062200956937805,0.015793156663528686,0.13237639553429026,83,156,627,3469,59868
69,69000,0.024697259400892287,0.0038240917782026767,0.011960006413661932,0.014285714285714285,0.0014285714285714286,0.010219118271952808,0.022498743086978377,0.003318250377073907,0.011592398057946582,0.13122171945701358,87,174,663,3830,59868
70,70000,0.027515400410677616,0.004928131416837783,0.018283657590267448,0.015873015873015872,0.0015873015873015873,0.007386321889471374,0.025122349102773243,0.004241435562805873,0.01604374845764052,0.12071778140293637,74,169,613,4130,59868
71,71000,0.029914773627348477,0.005588822355289421,0.01736662207475351,0.010666666666666666,0.0016,0.005463477745603255,0.02607130179015163,0.004792332268370607,0.014989796130434368,0.1182108626198083,74,171,626,4447,59868
72,72000,0.014591552741841759,0.0030828516377649326,0.006841494681259581,0.007874015748031496,0.0007874015748031497,0.007874015748031496,0.013270922404049338,0.0026315789473684214,0.007044482568999571,0.10835913312693499,70,165,646,4759,59868
73,73000,0.014327269369286175,0.0035714285714285713,0.008651301267214737,0.0068870523415977955,0.0016528925619834713,0.005343124072783506,0.01281928568360729,0.0031825795644891126,0.007980799691793999,0.11222780569514237,67,166,597,5045,59868
74,74000,0.019029615626969122,0.0035916824196597355,0.011129943153419244,0.012121212121212121,0.0018181818181818182,0.0038610618159121424,0.01784037558685446,0.003286384976525822,0.00987864902646184,0.10641627543035993,68,146,639,5369,59868
75,75000,0.0289463141025641,0.0052734375,0.019454137973725624,0.01746031746031746,0.0028571428571428576,0.009001593722315347,0.026991646926817103,0.004862236628849271,0.017675341950390003,0.10372771474878444,64,138,617,5651,59868
76,76000,0.015956072351421186,0.003488372093023256,0.007680783591883226,0.009009009009009009,0.0009009009009009009,0.0028420259169885474,0.01472620946305157,0.0030303030303030303,0.006824161419772684,0.10207336523125997,64,151,627,5921,59868
77,77000,0.04561567164179104,0.006716417910447761,0.023011445136033426,0.0058997050147492625,0.001769911504424779,0.0026943999777921954,0.038700564971751415,0.005855161787365178,0.01947396269707925,0.10477657935285054,68,147,649,6197,59868
